topic_id,uuid,target_event,option_A,option_B,option_C,option_D,golden_answer,split,tsne_x,tsne_y
34,c7bc731a-4a0c-462b-9bfa-6bb5208fae76,"Air quality along the West Coast deteriorated to harmful levels, with Portland registering the worst air globally and Seattle the third worst.",Federal fire officials called in the U.S. military for help with the wildfires.,None of the others are correct causes.,"A wildfire in Nespelem, Washington, caused by lightning on July 12, burned seven homes and prompted the entire town to evacuate safely.",California required rebuilding in high-risk wildfire areas to use fire-resistant materials over a decade ago.,B,train,-34.25834,-104.22982
35,822a1c38-e43f-4388-8016-da5e54a57d1b,Regulators expedited the merger process between Credit Suisse and UBS to avert a crisis.,The Swiss central bank provided $54 billion to Credit Suisse.,Credit Suisse shareholders will receive one UBS share for every 22.48 Credit Suisse shares.,The Swiss government ordered Credit Suisse to temporarily suspend bonus payments to staff.,The Swiss government granted a guarantee to assume up to 9 billion Swiss francs in losses from certain assets.,A,train,102.694435,-46.519886
5,518ba1a0-b019-46c6-bd2a-1c67bd55fc1c,Musk fired top Twitter executives.,Twitter sued Elon Musk to force the acquisition.,The Delaware Chancery Court ordered a Friday deadline for the Twitter acquisition deal to close in early October.,Elon Musk completed his $44 billion takeover of Twitter.,Elon Musk changed his profile to ‘Chief Twit’.,C,train,52.751575,58.57944
26,c6313858-d02e-42dd-a219-cf6e9c714386,The ANYSO stratospheric smoke persisted for at least 15 months through March 2021.,"The fires destroyed more than 1,400 homes.","The most extreme pyroCb activity occurred on December 30, with eleven sub-events producing 25 pulses, at least 13 of which injected smoke into the lower stratosphere.",Australia's military deployed ships and aircraft to rescue thousands trapped by fires.,The fires killed at least 24 people.,B,train,-34.368237,-92.5642
13,5944cf31-20eb-42c2-97f4-5bb69587e099,The company intends to begin trading under the stock ticker MVRS on December 1.,Facebook changed its corporate name to Meta on October 28 at the company's annual Connect event.,Facebook announced Andrew Bosworth's promotion to chief technology officer.,Facebook announced a $50 million fund for responsible metaverse research in September.,Facebook introduced a new infinity-shaped corporate logo.,A,train,78.20083,-26.80954
23,f7e4a6b8-9db0-45e1-a260-f9927fe5b953,China banned food imports from 10 Japanese prefectures and imposed radiation checks in response to the water release.,Japan's cabinet approved a treated-water plan in 2021.,South Korea banned seafood imports from the Fukushima area.,A TEPCO staff member activated a seawater pump and an operator confirmed the release.,"Fishermen, including Haruo Ono, sued the Japanese government to stop the water release.",C,train,57.50636,-90.77889
23,77df606d-1071-4f4c-b967-6f6e3bc6d50a,"Fishermen, including Haruo Ono, sued the Japanese government to stop the water release.",Japan announced its plan to release treated Fukushima wastewater into the sea.,The International Atomic Energy Agency (IAEA) issued a report in July 2023 confirming Fukushima’s release will have a negligible radiological effect.,A huge earthquake and tsunami in 2011 caused a meltdown at the Fukushima plant.,TEPCO has used water to cool the nuclear fuel rods at Fukushima since 2011.,A,train,47.35397,-98.27928
7,371155d8-cae3-431e-b8d3-7ca97abba043,South Korea’s parliament voted to impeach President Yoon Suk Yeol.,Lawmakers at the National Assembly unanimously annulled martial law.,Lawmakers voted down the martial law decree.,Hundreds of soldiers stormed the National Assembly.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,"A,B,C",train,-42.0206,45.867817
10,d8b7ec27-e7f5-4343-9c90-c6443c4b1d51,"The new 10% tariffs will go into effect on Saturday, and reciprocal rates next Wednesday.",Trump announced tariffs on Chinese goods and any country buying oil from Venezuela.,Trump and Canadian Prime Minister Mark Carney had a call last week.,The 16th Amendment was ratified in 1913.,Trump imposed auto tariffs last week.,A,train,33.378876,-53.411247
27,421fd0ff-b9b4-4c91-a647-ec14a55c881d,The Bank of England intervened on September 28 by announcing a temporary purchase of £65 billion worth of long-dated UK government bonds.,Queen Elizabeth II died on September 8.,Kwasi Kwarteng announced a mini-budget on September 23.,Boris Johnson resigned on July 7.,Liz Truss became UK Prime Minister on September 5.,B,train,74.739105,-42.080353
7,ed0c6a51-1331-45ea-b0b1-ba63492d26cb,"Police, parliament, prosecutors, and the anti-corruption body launched separate investigations into Yoon on treason allegations.",President Yoon Suk Yeol declared martial law on December 3 and sent soldiers to parliament.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,President Yoon Suk Yeol declared martial law on December 3 and sent soldiers to parliament.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,"A,C",train,-50.674095,58.491
24,6ed83793-0173-4b83-9581-7409125f7262,President Yoon Suk Yeol vowed to carry out a thorough investigation.,"A group of young men shoved down the hill, leading to people falling and Kim being buried in the crush.",The U.S. State Department confirmed at least two U.S. citizens were among the dead.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,D,train,-54.7134,47.502995
2,32f1fc37-3198-44d6-a9c9-316c4501b9a0,The Italian government called in the military to enforce its lockdown and ordered non-essential businesses to close by March 22.,COVID-19 forced countries into lockdown.,The U.S. government mandated port and border closures and authorized immediate repatriation of asylum seekers on March 21.,Chinese authorities identified SARS-CoV-2 as the new coronavirus.,"The WHO was notified of a cluster of unusual pneumonia cases in Wuhan City, China on Dec. 31.",A,train,1.9669361,-43.71734
12,05df2ad6-9355-489d-81d8-e6109c872dc8,"Huawei stated it will first lay the foundation for operating systems in the Chinese market, then expand overseas.",Huawei released a TV running HarmonyOS.,Huawei announced HarmonyOS will be open source.,"Google, Intel, and other U.S. companies suspended business with Huawei.",HarmonyOS development began in 2017.,C,train,113.7297,3.8064964
32,578d922e-9aa7-4f40-bfd5-f8251b78b431,U.S. troops left Bagram Airfield.,"The U.S. and the Taliban signed a peace agreement in Doha on February 29, 2020.","Al-Qaeda terrorists attacked the US on September 11, 2001.",The Taliban began a massive offensive in early May 2021.,The US launched a bombing campaign in Afghanistan in October 2001.,A,train,-59.590065,97.99025
13,61829d2a-b833-4bef-b389-b30dc4e6bee4,Facebook plans to change its company name to reflect its focus on the metaverse.,Mark Zuckerberg announced Facebook was betting on the metaverse in July.,More than a dozen news outlets published stories based on the leaked Facebook documents.,Facebook announced Andrew Bosworth's promotion to chief technology officer.,"Facebook announced plans to hire 10,000 more employees for metaverse development in Europe.",A,train,61.901512,86.63263
21,2dbb30fa-08ca-487d-9f8f-63b40c9af767,Doctors at several hospitals pledged to go on strike to protest the coup.,The army announced power was handed to commander-in-chief Min Aung Hlaing and declared a national state of emergency for one year.,The military detained Aung San Suu Kyi and other top government figures.,Myanmar’s military government removed 24 ministers and deputies and appointed 11 replacements.,China’s foreign minister Wang Yi visited Myanmar less than three weeks before the military coup.,"A,B,C",train,-11.679466,-19.831379
13,ae3f7fdb-c591-4ffa-8e51-070a967f6a08,Andrew Bosworth announced the retirement of the Oculus name.,None of the others are correct causes.,"The company plans to report on two operating segments, Family of Apps and Reality Labs, starting Q4 2021.",Mark Zuckerberg announced a smart-glasses partnership with Ray-Ban.,Facebook replaced its corporate sign outside its California headquarters with one featuring the Meta logo.,A,train,82.041954,71.13415
24,b58cad2b-af8a-46b5-8ab6-4d0fea6940e2,Officials confirmed on Monday that the death toll rose to 154 and 149 people were injured.,Kim and her friend crawled out of the crush and were pulled into a tavern by adults.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,Kim and her friend entered the alley at 8 p.m. and became trapped as the crowd density increased.,None of the others are correct causes.,D,train,-35.21666,-46.474773
1,b7fc5512-c819-4b30-8baa-85c81eda81ba,The British pound plunged in value.,The United Kingdom held a referendum on June 23.,The nation divided into 'remain' and 'leave' camps.,The United Kingdom held a referendum on June 23.,Cameron's attempt to renegotiate the U.K.'s EU membership terms failed.,"A,C",train,63.486286,-51.831467
28,5ad18edf-be68-4a5c-82ca-2a25dd4e7d46,General Sergei Surovikin was detained on charges of prior knowledge of the uprising.,Prigozhin accused Defense Minister Sergei Shoigu of withholding ammunition and weapons from Wagner fighters in Ukraine.,None of the others are correct causes.,Putin delivered a televised address accusing Prigozhin of treason.,Belarusian President Alexander Lukashenko brokered a deal for Prigozhin to leave Russia.,B,train,-75.60966,32.68813
10,57f2c3ad-2161-46da-8481-407dbf8ce7e2,The US Senate will likely vote on Wednesday on a bill to halt Trump’s tariffs on Canadian imports.,"The White House did not apply tariffs to Russia, North Korea, Cuba, and Belarus.","President Trump announced a new tariff system on Wednesday, substituting America's longstanding import tax system.",Premier Ford paused Ontario's electricity surcharge.,The 16th Amendment was ratified in 1913.,B,train,15.791837,-42.045044
15,d4dcfe99-bc1f-42d6-be5f-61a9e5a4b3e4,"Scientific journals, including Springer Nature and Elsevier, updated author guidelines to prohibit LLMs as authors and require documentation of their use.",ChatGPT quickly reached one million daily active users.,The Italian Data Protection Authority imposed a temporary ban on ChatGPT in Italy due to privacy concerns.,"OpenAI publicly released ChatGPT as a free research preview on November 30, 2022.",Millions of people started using ChatGPT immediately after its launch.,"A,C,D",train,89.89751,14.612678
2,83425f38-1295-47de-8e64-38b5bac149e1,"Lockdowns obstructed agricultural flow, resulting in hiked food prices, food shortages, malnutrition, and deaths.",The Italian government called in the military to enforce its lockdown and ordered non-essential businesses to close by March 22.,President Donald Trump signed a multibillion-dollar emergency aid package.,COVID-19 forced countries into lockdown.,COVID-19 triggered a financial-market meltdown.,"A,C",train,0.88879365,-58.655956
27,5039730e-1146-4c54-84ac-d0e33f1a688f,The Bank of England intervened on September 28 by announcing a temporary purchase of £65 billion worth of long-dated UK government bonds.,Boris Johnson resigned on July 7.,The country's currency plummeted in value and government borrowing costs rose after the announcement.,Queen Elizabeth II died on September 8.,Liz Truss became UK Prime Minister on September 5.,B,train,74.45598,-45.09176
3,d36a2a53-06fd-4354-a826-c08d973a85dc,"Capitol Police Chief Steven Sund, House Sergeant at Arms Paul Irving, and Senate Sergeant at Arms Michael Stenger resigned.",Congress confirmed Biden as president in the early hours of January 7th.,Protesters clashed with police and breached security barriers at the Capitol.,"The Capitol was secured, and lawmakers reconvened to continue certification.",Supporters stormed the U.S. Capitol.,"B,C,D",train,3.6576061,59.64126
7,18ba0375-7cc3-4c0c-95ff-68223ec2aad0,Lawmakers voted down the martial law decree.,President Yoon Suk Yeol declared martial law on December 3 and sent soldiers to parliament.,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,President Yoon Suk Yeol declared martial law on December 3 and sent soldiers to parliament.,"A,D",train,-8.042915,0.44747242
23,4fce1317-c7ac-47bf-adf8-17bfed41c869,The IAEA will maintain an on-site presence for the duration of the release.,Japan announced its plan to release treated Fukushima wastewater into the sea.,China expanded its ban on seafood imports from Fukushima to include all of Japan.,"Protesters rallied in Tokyo on August 24, 2023, against the Japanese government’s plan to release treated wastewater from the Fukushima-Daiichi power plant.","Fishermen, including Haruo Ono, sued the Japanese government to stop the water release.",A,train,63.10884,29.654762
31,b52bb40c-a125-4f6a-9435-f67e0cee6cfb,"The Time’s Up initiative was announced on January 1, 2018.","French women launched the #BalanceTonPorc social media campaign, sharing stories of aggression and harassment.",Time Magazine named 'the Silence Breakers' Person of the Year in December 2017.,"Women used social media to share sexual harassment experiences in October 2017, leading to the #MeToo movement going viral.","In 2014, Harvey Weinstein invited Emily Nestor to a hotel.",C,train,7.3372045,7.8378663
34,017486d7-b6c7-4058-bc4f-3d7a8be37272,"Over 3 million acres burned across California, Oregon, and Washington.",Humans ignited 97% of home-threatening wildfires in the wildland-urban interface between 1992 and 2015.,None of the others are correct causes.,"The Bear Fire in California killed at least 10 people and forced over 20,000 to flee.",Wildfires in recent years destroyed thousands of homes.,B,train,-53.952957,-83.78846
11,1d89271a-7b3a-4b69-ac96-dcebb73a3a57,President Donald Trump proposed tariffs on steel and aluminum.,China overtook the United States as the largest economy (PPP) by 2016.,None of the others are correct causes.,Trump scrapped the Trans-Pacific Partnership (TPP).,Economists led by David Autor found that Chinese import competition caused the loss of 1 million U.S. manufacturing jobs between 1990 and 2007.,B,train,27.832338,-39.853535
20,aba57f92-ebfa-4597-8697-2f28fbe9b91d,"On July 9, 2021, Interior Minister Mohammad Fehmi refused Bitar’s request to prosecute Ibrahim; Bitar appealed, but Cassation Attorney General Ghassan Khoury denied the request.","On December 10, 2020, Judge Sawan charged Caretaker Prime Minister Hassan Diab and three former ministers with criminal negligence.",None of the others are correct causes.,Judge Fadi Sawan has led the investigation into the Beirut port explosion since August.,"The Port Authority transferred ammonium nitrate from the Rhosus to hangar 12 in Beirut’s port on October 23-24, 2014.",B,train,-0.67700267,90.71919
36,ed6cdbde-baa4-4e22-9b4e-7026dd6b0001,US Treasury Secretary Janet Yellen called financial regulators together to discuss the situation.,Many tech firms withdrew deposits from SVB following advice from venture capital firms.,Silvergate announced it would wind down operations and liquidate.,The Federal Reserve raised interest rates over the past year.,None of the others are correct causes.,D,train,111.52029,-35.332844
30,255cbca0-e076-495e-9342-db8b8a9020db,Derek Chauvin was arrested and charged with murder and manslaughter.,"George Floyd died on May 25, 2020, in Minneapolis under the knee of a White police officer.",Video of George Floyd’s last moments circulated in May.,The city fires all four officers.,"Derek Chauvin keeps his knee on George Floyd's neck for over eight minutes, including after Floyd becomes unconscious, until EMTs intervene.","A,B,D",train,-59.154823,15.322242
10,69073e61-7f97-48cc-bf7a-2631c91aae59,Trump and Canadian Prime Minister Mark Carney had a call last week.,"William McKinley was shot by anarchist Leon Czolgosz on Sept. 6, 1901.",Ontario placed a 25% tax on electricity exports to the U.S.,None of the others are correct causes.,President Trump announced a plan to impose additional 25% tariffs on Canadian steel and aluminum imports.,C,train,45.598858,-4.1001053
7,28e6a7fb-4b50-4076-948e-74679709dfe5,Opposition legislators filed an impeachment motion against President Yoon on Wednesday.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,Lawmakers at the National Assembly unanimously annulled martial law.,Hundreds of soldiers stormed the National Assembly.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,"B,C",train,-37.088318,55.396954
27,2bcff9a7-e259-42a3-ac40-355ba7620d7c,Liz Truss announced her resignation as Prime Minister on October 20.,Home Secretary Suella Braverman resigned after breaching rules.,Liz Truss became UK Prime Minister on September 5.,Jeremy Hunt reversed most mini-budget policies three weeks later.,Queen Elizabeth II died on September 8.,"A,C",train,-2.490054,69.93071
29,86ce941f-574e-4666-bcd8-f5025efbdce5,Visa and Mastercard stock dropped approximately 5% on June 18th.,"Circle debuted on the NYSE as CRCL, opening at $69 after shares were priced at $31.","Fiserv announced plans to roll out a new blockchain-based digital asset platform anchored by a U.S. dollar-pegged stablecoin, FIUSD.","On June 17, 2025, the U.S. Senate passed the GENIUS Act.",World Liberty Financial issued its own stablecoin.,C,train,65.162994,-32.07991
20,0c571df0-90d2-4fc6-ab1a-1611fa9e783e,"On December 10, 2020, Judge Sawan charged Caretaker Prime Minister Hassan Diab and three former ministers with criminal negligence.","Thousands of volunteers from Lebanon and its diaspora cleared rubble, offered accommodation, and repaired homes in affected areas after the explosion.","A colossal explosion occurred at the Port of Beirut on August 4, killing at least 200 people and injuring around 5,000.","The Moldovan-flagged ship Rhosus, carrying 2,750 tonnes of ammonium nitrate, was impounded by Lebanon’s Enforcement Department on December 20, 2013.","A colossal explosion occurred at the Port of Beirut on August 4, killing at least 200 people and injuring around 5,000.","B,D",train,-6.410274,107.08737
15,1c6dd974-af43-411c-8d9e-dd929a340f4f,"Scientific journals, including Springer Nature and Elsevier, updated author guidelines to prohibit LLMs as authors and require documentation of their use.",Sam Altman publicly acknowledged ChatGPT’s limitations in accuracy and truthfulness.,Millions of people started using ChatGPT immediately after its launch.,Millions of people started using ChatGPT immediately after its launch.,ChatGPT quickly reached one million daily active users.,"B,C,D",train,89.89751,14.612678
35,2ac4c0f9-8e88-4bf2-b990-6b0952baea5d,Credit Suisse's board rebuffed the proposal from UBS.,UBS offered to buy Credit Suisse for approximately $1 billion.,Credit Suisse customers withdrew over $133 billion in 2022.,Investors and depositors withdrew billions from Credit Suisse.,The Swiss central bank provided $54 billion to Credit Suisse.,A,train,99.302376,-54.332844
30,caf920d4-0e27-4856-9448-1287a83c06fc,Protesters overtook and destroyed the Minneapolis Police Department’s Third Precinct.,Cup Foods employees call police and report George Floyd used fake bills and was drunk/uncontrolled.,Video of George Floyd’s last moments circulated in May.,"Officers Thomas Lane and J. Alexander Kueng arrive, handcuff Floyd, and move him to a police vehicle.",Derek Chauvin was arrested and charged with murder and manslaughter.,B,train,-51.31997,-8.024798
31,63d23d08-df37-46f4-94af-f319253ae48f,"The Time’s Up initiative was announced on January 1, 2018.","French women launched the #BalanceTonPorc social media campaign, sharing stories of aggression and harassment.",Time Magazine named 'the Silence Breakers' Person of the Year in December 2017.,"Women used social media to share sexual harassment experiences in October 2017, leading to the #MeToo movement going viral.","The first rape crisis center was founded in Washington, D.C., in 1972.",C,train,7.3372045,7.8378663
4,346e05a5-1523-4650-8161-58d2f9d68a51,Benjamin Netanyahu visited Tokyo in 2014.,Shinzo Abe reinterpreted Japan's constitution in 2014.,None of the others are correct causes.,Shinzo Abe became the youngest prime minister in postwar Japan in 2006.,Shinzo Abe became the deputy chief cabinet secretary in the early 2000s.,B,train,-84.568825,14.398582
18,db748e25-f5c5-44e0-928e-ad8151a35ae3,DeepSeek-R1’s application became the most downloaded free AI app on the US Apple App Store.,DeepSeek's app reached the top of U.S. free app charts within a week of its launch.,"DeepSeek-R1 achieved a Pass@1 score of 97.3% on MATH-500, surpassing OpenAI’s o1.",DeepSeek unveiled its V3 model in December and R1 model in January.,DeepSeek unveiled its V3 model in December and R1 model in January.,"C,D",train,99.06924,48.65188
24,484d7c3e-ff9a-418e-8c04-0d84d7dde39c,At least 153 people were killed and dozens injured.,Kim and her friend crawled out of the crush and were pulled into a tavern by adults.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,Kim and her friend entered the alley at 8 p.m. and became trapped as the crowd density increased.,C,train,-41.581387,-43.26233
33,21639cc2-406b-4c70-9676-65c10529ccd3,Peru has seen faster growth in the number of fires this year than Brazil.,Germany and Norway withheld tens of millions of dollars from the Amazon Fund.,Dozens of fires scorched and are spreading across large swaths of the Amazon.,None of the others are correct causes.,Bolivia has seen faster growth in the number of fires this year than Brazil.,C,train,-48.946354,-91.43543
32,118c451c-22ac-4564-a4da-ffd1237d1aef,"Taliban militants captured several provincial capitals, including Zaranj, Sheberghan, Kunduz, Sar-e Pol, Taloqan, and Aybak, between August 6 and August 9.",The U.S. and other countries began withdrawing their forces from Afghanistan on May 1.,The U.S. and other countries began withdrawing their forces from Afghanistan on May 1.,"Al-Qaeda terrorists attacked the US on September 11, 2001.",The Taliban began a massive offensive in early May 2021.,"A,B,D",train,-81.73,63.439358
35,9ba27ea3-16ca-4fcc-8cad-9c5e3212d37c,Regulators expedited the merger process between Credit Suisse and UBS to avert a crisis.,The Swiss government ordered Credit Suisse to temporarily suspend bonus payments to staff.,Credit Suisse announced material weaknesses in its financial reporting.,Credit Suisse stock prices dropped.,The Swiss government granted a guarantee to assume up to 9 billion Swiss francs in losses from certain assets.,"B,C",train,97.37849,-48.513973
13,df7abd27-1331-4cbb-a05c-bdaa6e9086bf,Facebook announced a $150-million investment in immersive learning.,The company intends to begin trading under the stock ticker MVRS on December 1.,Facebook introduced a new infinity-shaped corporate logo.,"The company plans to report on two operating segments, Family of Apps and Reality Labs, starting Q4 2021.",None of the others are correct causes.,D,train,68.29268,84.82436
5,a5cfac9b-9452-4261-8ec1-79f80290b16f,Musk laid off thousands of Twitter employees and contractors.,Elon Musk changed his profile to ‘Chief Twit’.,Elon Musk completed his $44 billion takeover of Twitter.,The Delaware Chancery Court ordered a Friday deadline for the Twitter acquisition deal to close in early October.,Musk fired top Twitter executives.,B,train,59.181694,54.44225
31,cbb73d2e-177e-4285-af0c-382fc3c41baa,"French women launched the #BalanceTonPorc social media campaign, sharing stories of aggression and harassment.",Tarana Burke founded the 'Me Too' nonprofit organization in 2006.,"In 2015, Harvey Weinstein badgered a female assistant into giving him a massage while he was naked.","Women used social media to share sexual harassment experiences in October 2017, leading to the #MeToo movement going viral.",Harvey Weinstein appeared in a bathrobe and asked Ashley Judd for sexual favors.,C,train,36.460625,86.489296
24,3e7f8a49-9e3e-47a9-82f6-5f69acec1dd4,At least 153 people were killed and dozens injured.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,Kim and her friend entered the alley at 8 p.m. and became trapped as the crowd density increased.,Kim and her friend crawled out of the crush and were pulled into a tavern by adults.,"Tens of thousands of people gathered in Itaewon, Seoul, to celebrate Halloween on Saturday night.",D,train,-41.581387,-43.26233
21,92d298fd-d540-4695-b45b-393e31a90eb8,Doctors at several hospitals pledged to go on strike to protest the coup.,"The military repeatedly disputed the election results, alleging fraud and calling on the election commission to release polling data.",Vice President Myint Swe was installed as acting President.,Aung San Suu Kyi led her party to landslide victories in 2015 and on November 8.,"Myanmar’s military seized power on February 1, beginning a coup.",D,train,-11.679466,-19.831379
29,50a67e87-af41-46d5-a0b9-ea6769004af9,"The U.S. Congress defined legal requirements for stablecoins, including HQLA, one-for-one backing, and audits.",World Liberty Financial issued its own stablecoin.,"On June 17, 2025, the U.S. Senate passed the GENIUS Act.","Circle debuted on the NYSE as CRCL, opening at $69 after shares were priced at $31.","In 2024, the European Union adopted its Markets in Crypto-Assets (MiCA) regulation.",B,train,95.10543,-21.336512
24,0e112252-7d02-4407-9d69-b16f6a3d5dd1,The U.S. State Department confirmed at least two U.S. citizens were among the dead.,Emergency workers from around the country were deployed to Itaewon to treat the injured.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,"A group of young men shoved down the hill, leading to people falling and Kim being buried in the crush.",A deadly crowd surge occurred in a narrow alley in Seoul's Itaewon district on Saturday night.,D,train,-74.388824,-7.3643575
1,5caee0ea-3f95-4ba6-a3eb-127d1738c236,Northern Ireland and Scotland voted to remain in the EU.,The United Kingdom held a referendum on June 23.,Prime Minister David Cameron pledged a referendum on EU membership in 2013.,The Conservative Party won the election.,The referendum date was set in February.,A,train,24.03886,25.806328
2,9e82c15f-a0dc-4fdc-be76-ce9c6698bc36,Clinical trials began to test potential treatments and vaccines for COVID-19.,The Italian government called in the military to enforce its lockdown and ordered non-essential businesses to close by March 22.,"The Iranian government issued an intercity travel ban and closed schools, universities, national parks, and non-essential businesses on March 26.",The United States indicted Nicolás Maduro with narco-terrorism and other serious charges on March 26.,Chinese authorities identified SARS-CoV-2 as the new coronavirus.,D,train,60.51314,-16.716967
17,2455a939-c0cc-4447-a240-93037f679e2c,"Scientists confirmed 2024 was Canada and the world’s hottest year on record, breaching the 1.5 C warming threshold.",None of the others are correct causes.,The Kenneth fire broke out in West Hills.,The Lidia fire ignited in Angeles National Forest.,"The Eaton fire burned over 14,000 acres, destroyed thousands of homes, and displaced tens of thousands.",A,train,-29.25574,-82.528534
23,d4e3ae26-dc32-4396-859e-40aa0dbdcb83,China banned food imports from 10 Japanese prefectures and imposed radiation checks in response to the water release.,Prime Minister Fumio Kishida announced Japan would begin discharging treated radioactive water from the Fukushima Daiichi plant into the sea as early as Thursday.,A TEPCO staff member activated a seawater pump and an operator confirmed the release.,TEPCO began releasing the first batch of treated radioactive water into the Pacific Ocean.,TEPCO has used water to cool the nuclear fuel rods at Fukushima since 2011.,"A,B,C",train,57.50636,-90.77889
22,f3b0ec1e-1604-4271-9b38-efbccdcefe4a,Iran’s supreme leader Ayatollah Ali Khamenei warned the US of retaliation following Soleimani’s killing.,"After 2006, Muhandis founded Kataib Hezbollah.",US President Donald Trump ordered the assassination of Iranian General Qassem Soleimani.,"In 2007, U.S. commandos observed a convoy carrying Gen. Qassem Soleimani in northern Iraq.",US President Donald Trump ordered the assassination of Iranian General Qassem Soleimani.,"B,D",train,-26.575737,90.689156
24,5fe68015-d386-4706-8b4c-6d065eeb6da8,"World leaders, including Fumio Kishida, Joe Biden, and Xi Jinping, sent messages of condolence to President Yoon.",At least 153 people were killed and dozens injured.,"A group of young men shoved down the hill, leading to people falling and Kim being buried in the crush.",President Yoon Suk Yeol vowed to carry out a thorough investigation.,Emergency workers from around the country were deployed to Itaewon to treat the injured.,A,train,-30.337564,37.442005
7,ce272c6f-5c0d-4771-9be7-0e6b8c44397f,South Korea’s parliament voted to impeach President Yoon Suk Yeol.,Yoon's senior aides and defense minister offered to resign.,Baek Jae Gil performed his protest anthem for thousands outside the National Assembly in Seoul.,Tens of thousands of protesters gathered outside the National Assembly in Seoul.,President Yoon Suk Yeol declared martial law on December 3 and sent soldiers to parliament.,D,train,-42.242302,49.21582
3,b09f362d-80fe-443c-9070-d079ba498b97,Supporters stormed the U.S. Capitol.,Trump addressed the crowd.,Pipe bombs were reported at the Republican National Committee building and the Democratic National Committee headquarters.,"Trump supporters protested in Washington, D.C.",Protesters clashed with police and breached security barriers at the Capitol.,"A,C,D",train,-26.468773,1.3874506
23,be5e44f8-6f82-4b04-9bcf-7dd7835ebed5,A TEPCO staff member activated a seawater pump and an operator confirmed the release.,Japan announced its plan to release treated Fukushima wastewater into the sea.,China expanded its ban on seafood imports from Fukushima to include all of Japan.,The International Atomic Energy Agency (IAEA) issued a report in July 2023 confirming Fukushima’s release will have a negligible radiological effect.,Japan announced its plan to release treated Fukushima wastewater into the sea.,"A,D",train,28.61547,-110.41105
14,18b27780-3fd0-4f6d-84dd-9afc3c19477c,"On January 17, 2025, the Supreme Court upheld the constitutionality of the April 2024 law regarding TikTok divestment.",TikTok denied sending user data to China and stated that its California team reviews content for U.S. policies.,"In July 2024, the U.S. government stated in a legal filing related to TikTok that China could use TikTok’s algorithm to interfere with the U.S. political system.",Kayla Curry received a New York Times alert about a U.S. government national security investigation into TikTok.,"In April 2024, Congress passed a law requiring ByteDance to divest TikTok by early 2025 or face a ban on U.S. app store distribution.",D,train,48.79988,10.351305
24,422a45ef-3db3-4d14-a6ca-ca489748f619,President Yoon Suk Yeol vowed to carry out a thorough investigation.,Kim and her friend crawled out of the crush and were pulled into a tavern by adults.,Emergency workers and pedestrians performed CPR on victims in the streets on Saturday night.,At least 153 people were killed and dozens injured.,Kim and her friend entered the alley at 8 p.m. and became trapped as the crowd density increased.,C,dev,-55.483246,50.436665
3,3921ba8b-654a-4812-8213-f30eacd51521,Twitter removed Trump's tweets and locked his account.,A woman was shot inside the Capitol and died.,Pipe bombs were reported at the Republican National Committee building and the Democratic National Committee headquarters.,Supporters stormed the U.S. Capitol.,"Capitol Police Chief Steven Sund, House Sergeant at Arms Paul Irving, and Senate Sergeant at Arms Michael Stenger resigned.",C,dev,39.465916,59.92107
11,0d8d052d-ca7d-4dab-8b00-48c9cf0e48c1,President Donald Trump proposed tariffs on steel and aluminum.,Trump scrapped the Trans-Pacific Partnership (TPP).,"Trump named Robert Lighthizer, a steel industry lobbyist, as U.S. Trade Representative.",China overtook the United States as the largest economy (PPP) by 2016.,Japan approved China’s WTO bid in 1999.,B,dev,28.993649,-41.858585
25,a729a3df-ca37-4c86-9a80-15826c55a04d,"On November 24, 2018, ""yellow vest"" protestors blocked the Champs Elysées in Paris, leading to confrontations.","The Macron government announced an increase in gas taxes effective January 1, 2019.","The Macron government announced an increase in gas taxes effective January 1, 2019.","The Macron government announced an increase in gas taxes effective January 1, 2019.","227 people were injured in the protests, with six severely.","A,B,C",dev,-40.253086,6.7045913
25,a7e8ed66-cf2a-4f51-8f69-683beaaeb30d,"On November 26, 2018, the first trials for those arrested on November 24 took place.","130 people were arrested across France, including 42 in Paris.",A protester was accidentally run over and killed by a car near Lyon during demonstrations.,"130 people were arrested across France, including 42 in Paris.","The Macron government announced an increase in gas taxes effective January 1, 2019.","A,C",dev,-15.609391,41.569477
